_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
14,Gäste,Ausland,2025,2025 Jan,215584,192505,-38.24,11.99,324764
15,Gäste,Ausland,2025,2025 Feb,207535,213717,-3.73,-2.89,324249
16,Gäste,Ausland,2025,2025 Mär,233353,250597,12.44,-6.88,322812
17,Gäste,Ausland,2025,2025 Apr,296855,278097,27.21,6.75,324375
18,Gäste,Ausland,2025,2025 Mai,335905,305862,13.15,9.82,326878
19,Gäste,Ausland,2025,2025 Jun,327442,363753,-2.52,-9.98,323852
20,Gäste,Ausland,2025,2025 Jul,406048,413428,24.01,-1.79,323237
21,Gäste,Ausland,2025,2025 Aug,388973,487126,-4.21,-20.15,315058
22,Gäste,Ausland,2025,2025 Sep,417435,391467,7.32,6.63,317222
23,Gäste,Ausland,2025,2025 Okt,361438,343465,-13.41,5.23,318720
24,Gäste,Ausland,2025,2025 Nov,274828,284998,-23.96,-3.57,317872
25,Gäste,Ausland,2025,2025 Dez,376101,349070,36.85,7.74,320125
27,Gäste,Ausland,2024,2024 Jan,192505,173785,-40.46,10.77,289259
28,Gäste,Ausland,2024,2024 Feb,213717,185299,11.02,15.34,291627
29,Gäste,Ausland,2024,2024 Mär,250597,215994,17.26,16.02,294511
30,Gäste,Ausland,2024,2024 Apr,278097,270450,10.97,2.83,295148
31,Gäste,Ausland,2024,2024 Mai,305862,298132,9.98,2.59,295792
32,Gäste,Ausland,2024,2024 Jun,363753,306917,18.93,18.52,300528
33,Gäste,Ausland,2024,2024 Jul,413428,381284,13.66,8.43,303207
34,Gäste,Ausland,2024,2024 Aug,487126,348064,17.83,39.95,314796
35,Gäste,Ausland,2024,2024 Sep,391467,393372,-19.64,-0.48,314637
36,Gäste,Ausland,2024,2024 Okt,343465,307815,-12.26,11.58,317608
37,Gäste,Ausland,2024,2024 Nov,284998,247962,-17.02,14.94,320694
38,Gäste,Ausland,2024,2024 Dez,349070,323312,22.48,7.97,322840
40,Gäste,Ausland,2023,2023 Jan,173785,54752,-39.84,217.4,229451
41,Gäste,Ausland,2023,2023 Feb,185299,77480,6.63,139.16,238436
42,Gäste,Ausland,2023,2023 Mär,215994,114336,16.57,88.91,246908
43,Gäste,Ausland,2023,2023 Apr,270450,171106,25.21,58.06,255186
44,Gäste,Ausland,2023,2023 Mai,298132,218350,10.24,36.54,261835
45,Gäste,Ausland,2023,2023 Jun,306917,228079,2.95,34.57,268405
46,Gäste,Ausland,2023,2023 Jul,381284,321314,24.23,18.66,273402
47,Gäste,Ausland,2023,2023 Aug,348064,297326,-8.71,17.06,277630
48,Gäste,Ausland,2023,2023 Sep,393372,338906,13.02,16.07,282169
49,Gäste,Ausland,2023,2023 Okt,307815,284662,-21.75,8.13,284099
50,Gäste,Ausland,2023,2023 Nov,247962,239208,-19.44,3.66,284828
51,Gäste,Ausland,2023,2023 Dez,323312,288862,30.39,11.93,287699
53,Gäste,Ausland,2022,2022 Jan,54752,11433,-22.56,378.89,75719
54,Gäste,Ausland,2022,2022 Feb,77480,12635,41.51,513.22,81123
55,Gäste,Ausland,2022,2022 Mär,114336,14957,47.57,664.43,89405
56,Gäste,Ausland,2022,2022 Apr,171106,13915,49.65,1129.65,102504
57,Gäste,Ausland,2022,2022 Mai,218350,20635,27.61,958.15,118980
58,Gäste,Ausland,2022,2022 Jun,228079,49497,4.46,360.79,133862
59,Gäste,Ausland,2022,2022 Jul,321314,121314,40.88,164.86,150529
60,Gäste,Ausland,2022,2022 Aug,297326,140204,-7.47,112.07,163622
61,Gäste,Ausland,2022,2022 Sep,338906,132667,13.98,155.46,180809
62,Gäste,Ausland,2022,2022 Okt,284662,166891,-16.01,70.57,190623
63,Gäste,Ausland,2022,2022 Nov,239208,110460,-15.97,116.56,201352
64,Gäste,Ausland,2022,2022 Dez,288862,70704,20.76,308.55,219532
66,Gäste,Ausland,2021,2021 Jan,11433,243174,5.03,-95.3,55969
67,Gäste,Ausland,2021,2021 Feb,12635,223106,10.51,-94.34,38430
68,Gäste,Ausland,2021,2021 Mär,14957,73870,18.38,-79.75,33521
69,Gäste,Ausland,2021,2021 Apr,13915,4785,-6.97,190.8,34282
70,Gäste,Ausland,2021,2021 Mai,20635,7491,48.29,175.46,35377
71,Gäste,Ausland,2021,2021 Jun,49497,31148,139.87,58.91,36906
72,Gäste,Ausland,2021,2021 Jul,121314,81713,145.09,48.46,40206
73,Gäste,Ausland,2021,2021 Aug,140204,89840,15.57,56.06,44403
74,Gäste,Ausland,2021,2021 Sep,132667,71487,-5.38,85.58,49501
75,Gäste,Ausland,2021,2021 Okt,166891,51273,25.8,225.49,59136
76,Gäste,Ausland,2021,2021 Nov,110460,14601,-33.81,656.52,67124
77,Gäste,Ausland,2021,2021 Dez,70704,10885,-35.99,549.55,72109
79,Gäste,Ausland,2020,2020 Jan,243174,237104,-28.22,2.56,328039
80,Gäste,Ausland,2020,2020 Feb,223106,240175,-8.25,-7.11,326617
81,Gäste,Ausland,2020,2020 Mär,73870,263418,-66.89,-71.96,310821
82,Gäste,Ausland,2020,2020 Apr,4785,317205,-93.52,-98.49,284786
83,Gäste,Ausland,2020,2020 Mai,7491,339976,56.55,-97.8,257079
84,Gäste,Ausland,2020,2020 Jun,31148,341366,315.81,-90.88,231227
85,Gäste,Ausland,2020,2020 Jul,81713,424524,162.34,-80.75,202660
86,Gäste,Ausland,2020,2020 Aug,89840,394033,9.95,-77.2,177310
87,Gäste,Ausland,2020,2020 Sep,71487,395742,-20.43,-81.94,150289
88,Gäste,Ausland,2020,2020 Okt,51273,360918,-28.28,-85.79,124485
89,Gäste,Ausland,2020,2020 Nov,14601,277155,-71.52,-94.73,102606
90,Gäste,Ausland,2020,2020 Dez,10885,338782,-25.45,-96.79,75281
92,Gäste,Ausland,2019,2019 Jan,237104,234150,-25.49,1.26,312826
93,Gäste,Ausland,2019,2019 Feb,240175,216399,1.3,10.99,314807
94,Gäste,Ausland,2019,2019 Mär,263418,263523,9.68,-0.04,314798
95,Gäste,Ausland,2019,2019 Apr,317205,289300,20.42,9.65,317124
96,Gäste,Ausland,2019,2019 Mai,339976,300258,7.18,13.23,320434
97,Gäste,Ausland,2019,2019 Jun,341366,332647,0.41,2.62,321160
98,Gäste,Ausland,2019,2019 Jul,424524,401163,24.36,5.82,323107
99,Gäste,Ausland,2019,2019 Aug,394033,385677,-7.18,2.17,323803
100,Gäste,Ausland,2019,2019 Sep,395742,388056,0.43,1.98,324444
101,Gäste,Ausland,2019,2019 Okt,360918,346195,-8.8,4.25,325671
102,Gäste,Ausland,2019,2019 Nov,277155,275375,-23.21,0.65,325819
103,Gäste,Ausland,2019,2019 Dez,338782,318213,22.24,6.46,327533
105,Gäste,Ausland,2018,2018 Jan,234150,197853,-24.02,18.35,292241
106,Gäste,Ausland,2018,2018 Feb,216399,217699,-7.58,-0.6,292133
107,Gäste,Ausland,2018,2018 Mär,263523,224460,21.78,17.4,295388
108,Gäste,Ausland,2018,2018 Apr,289300,267442,9.78,8.17,297210
109,Gäste,Ausland,2018,2018 Mai,300258,289700,3.79,3.64,298089
110,Gäste,Ausland,2018,2018 Jun,332647,285402,10.79,16.55,302026
111,Gäste,Ausland,2018,2018 Jul,401163,368990,20.6,8.72,304708
112,Gäste,Ausland,2018,2018 Aug,385677,361783,-3.86,6.6,306699
113,Gäste,Ausland,2018,2018 Sep,388056,400846,0.62,-3.19,305633
114,Gäste,Ausland,2018,2018 Okt,346195,303212,-10.79,14.18,309215
115,Gäste,Ausland,2018,2018 Nov,275375,245017,-20.46,12.39,311745
116,Gäste,Ausland,2018,2018 Dez,318213,308192,15.56,3.25,312580
118,Gäste,Ausland,2017,2017 Jan,197853,194757,-24.46,1.59,261686
119,Gäste,Ausland,2017,2017 Feb,217699,188895,10.03,15.25,264086
120,Gäste,Ausland,2017,2017 Mär,224460,227063,3.11,-1.15,263869
121,Gäste,Ausland,2017,2017 Apr,267442,262724,19.15,1.8,264263
122,Gäste,Ausland,2017,2017 Mai,289700,255870,8.32,13.22,267082
123,Gäste,Ausland,2017,2017 Jun,285402,282846,-1.48,0.9,267295
124,Gäste,Ausland,2017,2017 Jul,368990,324260,29.29,13.79,271022
125,Gäste,Ausland,2017,2017 Aug,361783,299058,-1.95,20.97,276249
126,Gäste,Ausland,2017,2017 Sep,400846,340805,10.8,17.62,281253
127,Gäste,Ausland,2017,2017 Okt,303212,275065,-24.36,10.23,283598
128,Gäste,Ausland,2017,2017 Nov,245017,223882,-19.19,9.44,285360
129,Gäste,Ausland,2017,2017 Dez,308192,261911,25.78,17.67,289216
131,Gäste,Ausland,2016,2016 Jan,194757,190432,-25.38,2.27,267694
132,Gäste,Ausland,2016,2016 Feb,188895,197060,-3.01,-4.14,267014
133,Gäste,Ausland,2016,2016 Mär,227063,218027,20.21,4.14,267767
134,Gäste,Ausland,2016,2016 Apr,262724,233687,15.71,12.43,270187
135,Gäste,Ausland,2016,2016 Mai,255870,272014,-2.61,-5.93,268841
136,Gäste,Ausland,2016,2016 Jun,282846,276326,10.54,2.36,269385
137,Gäste,Ausland,2016,2016 Jul,324260,343738,14.64,-5.67,267761
138,Gäste,Ausland,2016,2016 Aug,299058,357987,-7.77,-16.46,262851
139,Gäste,Ausland,2016,2016 Sep,340805,344722,13.96,-1.14,262524
140,Gäste,Ausland,2016,2016 Okt,275065,292641,-19.29,-6.01,261060
141,Gäste,Ausland,2016,2016 Nov,223882,220379,-18.61,1.59,261351
142,Gäste,Ausland,2016,2016 Dez,261911,260992,16.99,0.35,261428
144,Gäste,Ausland,2015,2015 Jan,190432,191581,-26.45,-0.6,250621
145,Gäste,Ausland,2015,2015 Feb,197060,168186,3.48,17.17,253027
146,Gäste,Ausland,2015,2015 Mär,218027,205127,10.64,6.29,254102
147,Gäste,Ausland,2015,2015 Apr,233687,231983,7.18,0.73,254244
148,Gäste,Ausland,2015,2015 Mai,272014,271641,16.4,0.14,254276
149,Gäste,Ausland,2015,2015 Jun,276326,257506,1.59,7.31,255844
150,Gäste,Ausland,2015,2015 Jul,343738,305983,24.4,12.34,258990
151,Gäste,Ausland,2015,2015 Aug,357987,320942,4.15,11.54,262077
152,Gäste,Ausland,2015,2015 Sep,344722,307995,-3.71,11.92,265138
153,Gäste,Ausland,2015,2015 Okt,292641,272239,-15.11,7.49,266838
154,Gäste,Ausland,2015,2015 Nov,220379,216499,-24.69,1.79,267161
155,Gäste,Ausland,2015,2015 Dez,260992,258922,18.43,0.8,267334
157,Gäste,Ausland,2014,2014 Jan,191581,172136,-18.97,11.3,239982
158,Gäste,Ausland,2014,2014 Feb,168186,177280,-12.21,-5.13,239224
159,Gäste,Ausland,2014,2014 Mär,205127,199629,21.96,2.75,239682
160,Gäste,Ausland,2014,2014 Apr,231983,230863,13.09,0.49,239776
161,Gäste,Ausland,2014,2014 Mai,271641,238117,17.1,14.08,242569
162,Gäste,Ausland,2014,2014 Jun,257506,254978,-5.2,0.99,242780
163,Gäste,Ausland,2014,2014 Jul,305983,287510,18.83,6.43,244319
164,Gäste,Ausland,2014,2014 Aug,320942,297364,4.89,7.93,246284
165,Gäste,Ausland,2014,2014 Sep,307995,302616,-4.03,1.78,246733
166,Gäste,Ausland,2014,2014 Okt,272239,263417,-11.61,3.35,247468
167,Gäste,Ausland,2014,2014 Nov,216499,199988,-20.47,8.26,248844
168,Gäste,Ausland,2014,2014 Dez,258922,236441,19.6,9.51,250717
170,Gäste,Ausland,2013,2013 Jan,172136,166562,-22.65,3.35,229503
171,Gäste,Ausland,2013,2013 Feb,177280,149208,2.99,18.81,231843
172,Gäste,Ausland,2013,2013 Mär,199629,188249,12.61,6.05,232791
173,Gäste,Ausland,2013,2013 Apr,230863,208614,15.65,10.67,234645
174,Gäste,Ausland,2013,2013 Mai,238117,239861,3.14,-0.73,234500
175,Gäste,Ausland,2013,2013 Jun,254978,246573,7.08,3.41,235200
176,Gäste,Ausland,2013,2013 Jul,287510,292193,12.76,-1.6,234810
177,Gäste,Ausland,2013,2013 Aug,297364,274448,3.43,8.35,236719
178,Gäste,Ausland,2013,2013 Sep,302616,293493,1.77,3.11,237480
179,Gäste,Ausland,2013,2013 Okt,263417,268228,-12.95,-1.79,237079
180,Gäste,Ausland,2013,2013 Nov,199988,198493,-24.08,0.75,237203
181,Gäste,Ausland,2013,2013 Dez,236441,222542,18.23,6.25,238362
183,Gäste,Ausland,2012,2012 Jan,166562,150441,-22.93,10.72,215158
184,Gäste,Ausland,2012,2012 Feb,149208,157510,-10.42,-5.27,214466
185,Gäste,Ausland,2012,2012 Mär,188249,163129,26.17,15.4,216559
186,Gäste,Ausland,2012,2012 Apr,208614,187604,10.82,11.2,218310
187,Gäste,Ausland,2012,2012 Mai,239861,205111,14.98,16.94,221206
188,Gäste,Ausland,2012,2012 Jun,246573,222244,2.8,10.95,223233
189,Gäste,Ausland,2012,2012 Jul,292193,294822,18.5,-0.89,223014
190,Gäste,Ausland,2012,2012 Aug,274448,244971,-6.07,12.03,225471
191,Gäste,Ausland,2012,2012 Sep,293493,305970,6.94,-4.08,224431
192,Gäste,Ausland,2012,2012 Okt,268228,230144,-8.61,16.55,227605
193,Gäste,Ausland,2012,2012 Nov,198493,187700,-26,5.75,228504
194,Gäste,Ausland,2012,2012 Dez,222542,216126,12.12,2.97,229039
196,Gäste,Ausland,2011,2011 Jan,150441,118736,-25.24,26.7,209482
197,Gäste,Ausland,2011,2011 Feb,157510,153054,4.7,2.91,209854
198,Gäste,Ausland,2011,2011 Mär,163129,164568,3.57,-0.87,209734
199,Gäste,Ausland,2011,2011 Apr,187604,189195,15,-0.84,209601
200,Gäste,Ausland,2011,2011 Mai,205111,190892,9.33,7.45,210786
201,Gäste,Ausland,2011,2011 Jun,222244,222317,8.35,-0.03,210780
202,Gäste,Ausland,2011,2011 Jul,294822,291066,32.66,1.29,211093
203,Gäste,Ausland,2011,2011 Aug,244971,249572,-16.91,-1.84,210710
204,Gäste,Ausland,2011,2011 Sep,305970,304246,24.9,0.57,210853
205,Gäste,Ausland,2011,2011 Okt,230144,225569,-24.78,2.03,211234
206,Gäste,Ausland,2011,2011 Nov,187700,171643,-18.44,9.35,212573
207,Gäste,Ausland,2011,2011 Dez,216126,201224,15.14,7.41,213814
209,Gäste,Ausland,2010,2010 Jan,118736,118411,-36.27,0.27,175438
210,Gäste,Ausland,2010,2010 Feb,153054,111805,28.9,36.89,178876
211,Gäste,Ausland,2010,2010 Mär,164568,131439,7.52,25.2,181637
212,Gäste,Ausland,2010,2010 Apr,189195,148224,14.96,27.64,185051
213,Gäste,Ausland,2010,2010 Mai,190892,184501,0.9,3.46,185583
214,Gäste,Ausland,2010,2010 Jun,222317,175192,16.46,26.9,189511
215,Gäste,Ausland,2010,2010 Jul,291066,231342,30.92,25.82,194488
216,Gäste,Ausland,2010,2010 Aug,249572,215795,-14.26,15.65,197302
217,Gäste,Ausland,2010,2010 Sep,304246,245801,21.91,23.78,202173
218,Gäste,Ausland,2010,2010 Okt,225569,204173,-25.86,10.48,203956
219,Gäste,Ausland,2010,2010 Nov,171643,151953,-23.91,12.96,205597
220,Gäste,Ausland,2010,2010 Dez,201224,186300,17.23,8.01,206840
222,Gäste,Ausland,2009,2009 Jan,118411,129379,-24.7,-8.48,173517
223,Gäste,Ausland,2009,2009 Feb,111805,130896,-5.58,-14.58,171927
224,Gäste,Ausland,2009,2009 Mär,131439,147580,17.56,-10.94,170581
225,Gäste,Ausland,2009,2009 Apr,148224,164989,12.77,-10.16,169184
226,Gäste,Ausland,2009,2009 Mai,184501,175397,24.47,5.19,169943
227,Gäste,Ausland,2009,2009 Jun,175192,195010,-5.05,-10.16,168292
228,Gäste,Ausland,2009,2009 Jul,231342,223642,32.05,3.44,168933
229,Gäste,Ausland,2009,2009 Aug,215795,223055,-6.72,-3.25,168328
230,Gäste,Ausland,2009,2009 Sep,245801,217192,13.9,13.17,170712
231,Gäste,Ausland,2009,2009 Okt,204173,195765,-16.94,4.29,171413
232,Gäste,Ausland,2009,2009 Nov,151953,133030,-25.58,14.22,172990
233,Gäste,Ausland,2009,2009 Dez,186300,157242,22.6,18.48,175411
235,Gäste,Ausland,2008,2008 Jan,129379,113394,-24,14.1,176159
236,Gäste,Ausland,2008,2008 Feb,130896,125029,1.17,4.69,176648
237,Gäste,Ausland,2008,2008 Mär,147580,149562,12.75,-1.33,176483
238,Gäste,Ausland,2008,2008 Apr,164989,170719,11.8,-3.36,176005
239,Gäste,Ausland,2008,2008 Mai,175397,165728,6.31,5.83,176811
240,Gäste,Ausland,2008,2008 Jun,195010,183839,11.18,6.08,177742
241,Gäste,Ausland,2008,2008 Jul,223642,220585,14.68,1.39,177997
242,Gäste,Ausland,2008,2008 Aug,223055,222335,-0.26,0.32,178057
243,Gäste,Ausland,2008,2008 Sep,217192,224852,-2.63,-3.41,177418
244,Gäste,Ausland,2008,2008 Okt,195765,201168,-9.87,-2.69,176968
245,Gäste,Ausland,2008,2008 Nov,133030,150468,-32.05,-11.59,175515
246,Gäste,Ausland,2008,2008 Dez,157242,170245,18.2,-7.64,174431
248,Gäste,Ausland,2007,2007 Jan,113394,103867,-30.06,9.17,161327
249,Gäste,Ausland,2007,2007 Feb,125029,98880,10.26,26.45,163506
250,Gäste,Ausland,2007,2007 Mär,149562,130423,19.62,14.67,165101
251,Gäste,Ausland,2007,2007 Apr,170719,135093,14.15,26.37,168070
252,Gäste,Ausland,2007,2007 Mai,165728,160295,-2.92,3.39,168523
253,Gäste,Ausland,2007,2007 Jun,183839,183239,10.93,0.33,168573
254,Gäste,Ausland,2007,2007 Jul,220585,215313,19.99,2.45,169012
255,Gäste,Ausland,2007,2007 Aug,222335,198945,0.79,11.76,170961
256,Gäste,Ausland,2007,2007 Sep,224852,225853,1.13,-0.44,170878
257,Gäste,Ausland,2007,2007 Okt,201168,171830,-10.53,17.07,173323
258,Gäste,Ausland,2007,2007 Nov,150468,140541,-25.2,7.06,174150
259,Gäste,Ausland,2007,2007 Dez,170245,162121,13.14,5.01,174827
261,Gäste,Ausland,2006,2006 Jan,103867,90126,-23.02,15.25,103867
262,Gäste,Ausland,2006,2006 Feb,98880,106639,-4.8,-7.28,101374
263,Gäste,Ausland,2006,2006 Mär,130423,114176,31.9,14.23,111057
264,Gäste,Ausland,2006,2006 Apr,135093,135920,3.58,-0.61,117066
265,Gäste,Ausland,2006,2006 Mai,160295,132805,18.66,20.7,125712
266,Gäste,Ausland,2006,2006 Jun,183239,164818,14.31,11.18,135300
267,Gäste,Ausland,2006,2006 Jul,215313,195894,17.5,9.91,146730
268,Gäste,Ausland,2006,2006 Aug,198945,191160,-7.6,4.07,153257
269,Gäste,Ausland,2006,2006 Sep,225853,205517,13.53,9.9,161323
270,Gäste,Ausland,2006,2006 Okt,171830,158525,-23.92,8.39,162374
271,Gäste,Ausland,2006,2006 Nov,140541,120034,-18.21,17.08,160389
272,Gäste,Ausland,2006,2006 Dez,162121,134919,15.35,20.16,160533
286,Gäste,Inland,2025,2025 Jan,371462,324700,-15.76,14.4,453010
287,Gäste,Inland,2025,2025 Feb,367945,359502,-0.95,2.35,453713
288,Gäste,Inland,2025,2025 Mär,427273,430378,16.12,-0.72,453454
289,Gäste,Inland,2025,2025 Apr,426928,432123,-0.08,-1.2,453022
290,Gäste,Inland,2025,2025 Mai,472316,457772,10.63,3.18,454234
291,Gäste,Inland,2025,2025 Jun,454803,473183,-3.71,-3.88,452702
292,Gäste,Inland,2025,2025 Jul,536958,535595,18.06,0.25,452815
293,Gäste,Inland,2025,2025 Aug,468923,499068,-12.67,-6.04,450303
294,Gäste,Inland,2025,2025 Sep,466374,453095,-0.54,2.93,451410
295,Gäste,Inland,2025,2025 Okt,537450,524487,15.24,2.47,452490
296,Gäste,Inland,2025,2025 Nov,459236,458497,-14.55,0.16,452552
297,Gäste,Inland,2025,2025 Dez,458492,440953,-0.16,3.98,454013
299,Gäste,Inland,2024,2024 Jan,324700,305586,-18.96,6.25,425951
300,Gäste,Inland,2024,2024 Feb,359502,318766,10.72,12.78,429346
301,Gäste,Inland,2024,2024 Mär,430378,399102,19.72,7.84,431952
302,Gäste,Inland,2024,2024 Apr,432123,432075,0.41,0.01,431956
303,Gäste,Inland,2024,2024 Mai,457772,465362,5.94,-1.63,431323
304,Gäste,Inland,2024,2024 Jun,473183,502459,3.37,-5.83,428884
305,Gäste,Inland,2024,2024 Jul,535595,545690,13.19,-1.85,428042
306,Gäste,Inland,2024,2024 Aug,499068,425386,-6.82,17.32,434183
307,Gäste,Inland,2024,2024 Sep,453095,448388,-9.21,1.05,434575
308,Gäste,Inland,2024,2024 Okt,524487,464392,15.76,12.94,439583
309,Gäste,Inland,2024,2024 Nov,458497,384423,-12.58,19.27,445756
310,Gäste,Inland,2024,2024 Dez,440953,400667,-3.83,10.05,449113
312,Gäste,Inland,2023,2023 Jan,305586,133901,-12.97,128.22,370454
313,Gäste,Inland,2023,2023 Feb,318766,164125,4.31,94.22,383340
314,Gäste,Inland,2023,2023 Mär,399102,240801,25.2,65.74,396532
315,Gäste,Inland,2023,2023 Apr,432075,325025,8.26,32.94,405453
316,Gäste,Inland,2023,2023 Mai,465362,410499,7.7,13.36,410025
317,Gäste,Inland,2023,2023 Jun,502459,435085,7.97,15.49,415639
318,Gäste,Inland,2023,2023 Jul,545690,482991,8.6,12.98,420864
319,Gäste,Inland,2023,2023 Aug,425386,454398,-22.05,-6.38,418447
320,Gäste,Inland,2023,2023 Sep,448388,442025,5.41,1.44,418977
321,Gäste,Inland,2023,2023 Okt,464392,435311,3.57,6.68,421400
322,Gäste,Inland,2023,2023 Nov,384423,398474,-17.22,-3.53,420229
323,Gäste,Inland,2023,2023 Dez,400667,351123,4.23,14.11,424358
325,Gäste,Inland,2022,2022 Jan,133901,39072,-2.79,242.7,194909
326,Gäste,Inland,2022,2022 Feb,164125,48011,22.57,241.85,204585
327,Gäste,Inland,2022,2022 Mär,240801,64182,46.72,275.18,219304
328,Gäste,Inland,2022,2022 Apr,325025,57184,34.98,468.38,241624
329,Gäste,Inland,2022,2022 Mai,410499,92479,26.3,343.88,268125
330,Gäste,Inland,2022,2022 Jun,435085,186498,5.99,133.29,288841
331,Gäste,Inland,2022,2022 Jul,482991,321450,11.01,50.25,302303
332,Gäste,Inland,2022,2022 Aug,454398,361455,-5.92,25.71,310048
333,Gäste,Inland,2022,2022 Sep,442025,331518,-2.72,33.33,319257
334,Gäste,Inland,2022,2022 Okt,435311,377841,-1.52,15.21,324046
335,Gäste,Inland,2022,2022 Nov,398474,226642,-8.46,75.82,338365
336,Gäste,Inland,2022,2022 Dez,351123,137748,-11.88,154.9,356147
338,Gäste,Inland,2021,2021 Jan,39072,332801,-7.53,-88.26,150133
339,Gäste,Inland,2021,2021 Feb,48011,347485,22.88,-86.18,125177
340,Gäste,Inland,2021,2021 Mär,64182,145967,33.68,-56.03,118361
341,Gäste,Inland,2021,2021 Apr,57184,24747,-10.9,131.07,121064
342,Gäste,Inland,2021,2021 Mai,92479,51020,61.72,81.26,124519
343,Gäste,Inland,2021,2021 Jun,186498,144565,101.67,29.01,128014
344,Gäste,Inland,2021,2021 Jul,321450,258941,72.36,24.14,133223
345,Gäste,Inland,2021,2021 Aug,361455,265517,12.45,36.13,141218
346,Gäste,Inland,2021,2021 Sep,331518,245985,-8.28,34.77,148345
347,Gäste,Inland,2021,2021 Okt,377841,171401,13.97,120.44,165549
348,Gäste,Inland,2021,2021 Nov,226642,64640,-40.02,250.62,179049
349,Gäste,Inland,2021,2021 Dez,137748,42253,-39.22,226.01,187007
351,Gäste,Inland,2020,2020 Jan,332801,334585,-15.78,-0.53,403974
352,Gäste,Inland,2020,2020 Feb,347485,335406,4.41,3.6,404980
353,Gäste,Inland,2020,2020 Mär,145967,384248,-57.99,-62.01,385123
354,Gäste,Inland,2020,2020 Apr,24747,398025,-83.05,-93.78,354017
355,Gäste,Inland,2020,2020 Mai,51020,439951,106.17,-88.4,321606
356,Gäste,Inland,2020,2020 Jun,144565,415447,183.35,-65.2,299032
357,Gäste,Inland,2020,2020 Jul,258941,486206,79.12,-46.74,280094
358,Gäste,Inland,2020,2020 Aug,265517,388947,2.54,-31.73,269808
359,Gäste,Inland,2020,2020 Sep,245985,401853,-7.36,-38.79,256819
360,Gäste,Inland,2020,2020 Okt,171401,454277,-30.32,-62.27,233246
361,Gäste,Inland,2020,2020 Nov,64640,415367,-62.29,-84.44,204019
362,Gäste,Inland,2020,2020 Dez,42253,395154,-34.63,-89.31,174610
364,Gäste,Inland,2019,2019 Jan,334585,296634,-6.26,12.79,379177
365,Gäste,Inland,2019,2019 Feb,335406,313378,0.25,7.03,381013
366,Gäste,Inland,2019,2019 Mär,384248,384541,14.56,-0.08,380989
367,Gäste,Inland,2019,2019 Apr,398025,375445,3.59,6.01,382870
368,Gäste,Inland,2019,2019 Mai,439951,369289,10.53,19.13,388759
369,Gäste,Inland,2019,2019 Jun,415447,412602,-5.57,0.69,388996
370,Gäste,Inland,2019,2019 Jul,486206,464409,17.03,4.69,390812
371,Gäste,Inland,2019,2019 Aug,388947,353206,-20,10.12,393791
372,Gäste,Inland,2019,2019 Sep,401853,376757,3.32,6.66,395882
373,Gäste,Inland,2019,2019 Okt,454277,421285,13.05,7.83,398631
374,Gäste,Inland,2019,2019 Nov,415367,387699,-8.57,7.14,400937
375,Gäste,Inland,2019,2019 Dez,395154,356931,-4.87,10.71,404122
377,Gäste,Inland,2018,2018 Jan,296634,280092,-15.14,5.91,346580
378,Gäste,Inland,2018,2018 Feb,313378,284646,5.64,10.09,348974
379,Gäste,Inland,2018,2018 Mär,384541,333125,22.71,15.43,353259
380,Gäste,Inland,2018,2018 Apr,375445,326428,-2.37,15.02,357343
381,Gäste,Inland,2018,2018 Mai,369289,365027,-1.64,1.17,357699
382,Gäste,Inland,2018,2018 Jun,412602,359175,11.73,14.87,362151
383,Gäste,Inland,2018,2018 Jul,464409,404198,12.56,14.9,367168
384,Gäste,Inland,2018,2018 Aug,353206,343560,-23.95,2.81,367972
385,Gäste,Inland,2018,2018 Sep,376757,347891,6.67,8.3,370378
386,Gäste,Inland,2018,2018 Okt,421285,404633,11.82,4.12,371765
387,Gäste,Inland,2018,2018 Nov,387699,344086,-7.97,12.68,375400
388,Gäste,Inland,2018,2018 Dez,356931,349552,-7.94,2.11,376015
390,Gäste,Inland,2017,2017 Jan,280092,239061,-10.64,17.16,329075
391,Gäste,Inland,2017,2017 Feb,284646,270093,1.63,5.39,330287
392,Gäste,Inland,2017,2017 Mär,333125,330011,17.03,0.94,330547
393,Gäste,Inland,2017,2017 Apr,326428,340744,-2.01,-4.2,329354
394,Gäste,Inland,2017,2017 Mai,365027,333190,11.82,9.56,332007
395,Gäste,Inland,2017,2017 Jun,359175,344920,-1.6,4.13,333195
396,Gäste,Inland,2017,2017 Jul,404198,373705,12.54,8.16,335736
397,Gäste,Inland,2017,2017 Aug,343560,307192,-15,11.84,338767
398,Gäste,Inland,2017,2017 Sep,347891,337415,1.26,3.1,339640
399,Gäste,Inland,2017,2017 Okt,404633,390787,16.31,3.54,340793
400,Gäste,Inland,2017,2017 Nov,344086,327316,-14.96,5.12,342191
401,Gäste,Inland,2017,2017 Dez,349552,313430,1.59,11.52,345201
403,Gäste,Inland,2016,2016 Jan,239061,248698,-18.68,-3.87,311195
404,Gäste,Inland,2016,2016 Feb,270093,254687,12.98,6.05,312479
405,Gäste,Inland,2016,2016 Mär,330011,310852,22.18,6.16,314076
406,Gäste,Inland,2016,2016 Apr,340744,296770,3.25,14.82,317740
407,Gäste,Inland,2016,2016 Mai,333190,326944,-2.22,1.91,318261
