_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
1206,Übernachtungen,Inland,2017,2017 Jan,517969,447768,-8.77,15.68,614680
1207,Übernachtungen,Inland,2017,2017 Feb,506081,498458,-2.3,1.53,615316
1208,Übernachtungen,Inland,2017,2017 Mär,592031,626809,16.98,-5.55,612417
1209,Übernachtungen,Inland,2017,2017 Apr,606945,647616,2.52,-6.28,609028
1210,Übernachtungen,Inland,2017,2017 Mai,665714,642357,9.68,3.64,610975
1211,Übernachtungen,Inland,2017,2017 Jun,652301,632173,-2.01,3.18,612652
1212,Übernachtungen,Inland,2017,2017 Jul,772537,698145,18.43,10.66,618851
1213,Übernachtungen,Inland,2017,2017 Aug,705114,602267,-8.73,17.08,627422
1214,Übernachtungen,Inland,2017,2017 Sep,678793,622562,-3.73,9.03,632108
1215,Übernachtungen,Inland,2017,2017 Okt,782923,734204,15.34,6.64,636168
1216,Übernachtungen,Inland,2017,2017 Nov,638188,585814,-18.49,8.94,640532
1217,Übernachtungen,Inland,2017,2017 Dez,648798,567790,1.66,14.27,647283
1219,Übernachtungen,Inland,2016,2016 Jan,447768,474302,-16.13,-5.59,587902
1220,Übernachtungen,Inland,2016,2016 Feb,498458,475267,11.32,4.88,589834
1221,Übernachtungen,Inland,2016,2016 Mär,626809,569454,25.75,10.07,594614
1222,Übernachtungen,Inland,2016,2016 Apr,647616,556456,3.32,16.38,602210
1223,Übernachtungen,Inland,2016,2016 Mai,642357,634151,-0.81,1.29,602894
1224,Übernachtungen,Inland,2016,2016 Jun,632173,633192,-1.59,-0.16,602809
1225,Übernachtungen,Inland,2016,2016 Jul,698145,692820,10.44,0.77,603253
1226,Übernachtungen,Inland,2016,2016 Aug,602267,654440,-13.73,-7.97,598905
1227,Übernachtungen,Inland,2016,2016 Sep,622562,592824,3.37,5.02,601384
1228,Übernachtungen,Inland,2016,2016 Okt,734204,692642,17.93,6,604847
1229,Übernachtungen,Inland,2016,2016 Nov,585814,571901,-20.21,2.43,606006
1230,Übernachtungen,Inland,2016,2016 Dez,567790,533904,-3.08,6.35,608830
1232,Übernachtungen,Inland,2015,2015 Jan,474302,425605,-12.61,11.44,569252
1233,Übernachtungen,Inland,2015,2015 Feb,475267,450997,0.2,5.38,571275
1234,Übernachtungen,Inland,2015,2015 Mär,569454,525918,19.82,8.28,574903
1235,Übernachtungen,Inland,2015,2015 Apr,556456,558024,-2.28,-0.28,574772
1236,Übernachtungen,Inland,2015,2015 Mai,634151,600507,13.96,5.6,577576
1237,Übernachtungen,Inland,2015,2015 Jun,633192,572127,-0.15,10.67,582665
1238,Übernachtungen,Inland,2015,2015 Jul,692820,649032,9.42,6.75,586314
1239,Übernachtungen,Inland,2015,2015 Aug,654440,635578,-5.54,2.97,587885
1240,Übernachtungen,Inland,2015,2015 Sep,592824,591139,-9.42,0.29,588026
1241,Übernachtungen,Inland,2015,2015 Okt,692642,681834,16.84,1.59,588926
1242,Übernachtungen,Inland,2015,2015 Nov,571901,548817,-17.43,4.21,590850
1243,Übernachtungen,Inland,2015,2015 Dez,533904,542752,-6.64,-1.63,590113
1245,Übernachtungen,Inland,2014,2014 Jan,425605,452636,-11.49,-5.97,545534
1246,Übernachtungen,Inland,2014,2014 Feb,450997,443808,5.97,1.62,546133
1247,Übernachtungen,Inland,2014,2014 Mär,525918,537522,16.61,-2.16,545166
1248,Übernachtungen,Inland,2014,2014 Apr,558024,541895,6.1,2.98,546510
1249,Übernachtungen,Inland,2014,2014 Mai,600507,584916,7.61,2.67,547809
1250,Übernachtungen,Inland,2014,2014 Jun,572127,567666,-4.73,0.79,548181
1251,Übernachtungen,Inland,2014,2014 Jul,649032,633297,13.44,2.48,549492
1252,Übernachtungen,Inland,2014,2014 Aug,635578,589291,-2.07,7.85,553349
1253,Übernachtungen,Inland,2014,2014 Sep,591139,570902,-6.99,3.54,555036
1254,Übernachtungen,Inland,2014,2014 Okt,681834,653159,15.34,4.39,557425
1255,Übernachtungen,Inland,2014,2014 Nov,548817,517498,-19.51,6.05,560035
1256,Übernachtungen,Inland,2014,2014 Dez,542752,480844,-1.11,12.87,565194
1258,Übernachtungen,Inland,2013,2013 Jan,452636,393814,-10.95,14.94,542737
1259,Übernachtungen,Inland,2013,2013 Feb,443808,417339,-1.95,6.34,544943
1260,Übernachtungen,Inland,2013,2013 Mär,537522,507733,21.12,5.87,547425
1261,Übernachtungen,Inland,2013,2013 Apr,541895,523524,0.81,3.51,548956
1262,Übernachtungen,Inland,2013,2013 Mai,584916,568070,7.94,2.97,550360
1263,Übernachtungen,Inland,2013,2013 Jun,567666,544589,-2.95,4.24,552283
1264,Übernachtungen,Inland,2013,2013 Jul,633297,631352,11.56,0.31,552445
1265,Übernachtungen,Inland,2013,2013 Aug,589291,559492,-6.95,5.33,554928
1266,Übernachtungen,Inland,2013,2013 Sep,570902,622167,-3.12,-8.24,550656
1267,Übernachtungen,Inland,2013,2013 Okt,653159,649401,14.41,0.58,550969
1268,Übernachtungen,Inland,2013,2013 Nov,517498,528260,-20.77,-2.04,550073
1269,Übernachtungen,Inland,2013,2013 Dez,480844,508280,-7.08,-5.4,547786
1271,Übernachtungen,Inland,2012,2012 Jan,393814,426519,-15.99,-7.67,521762
1272,Übernachtungen,Inland,2012,2012 Feb,417339,409746,5.97,1.85,522394
1273,Übernachtungen,Inland,2012,2012 Mär,507733,471993,21.66,7.57,525373
1274,Übernachtungen,Inland,2012,2012 Apr,523524,504928,3.11,3.68,526922
1275,Übernachtungen,Inland,2012,2012 Mai,568070,561914,8.51,1.1,527435
1276,Übernachtungen,Inland,2012,2012 Jun,544589,550860,-4.13,-1.14,526913
1277,Übernachtungen,Inland,2012,2012 Jul,631352,630672,15.93,0.11,526970
1278,Übernachtungen,Inland,2012,2012 Aug,559492,547217,-11.38,2.24,527992
1279,Übernachtungen,Inland,2012,2012 Sep,622167,570937,11.2,8.97,532262
1280,Übernachtungen,Inland,2012,2012 Okt,649401,638966,4.38,1.63,533131
1281,Übernachtungen,Inland,2012,2012 Nov,528260,511310,-18.65,3.32,534544
1282,Übernachtungen,Inland,2012,2012 Dez,508280,468783,-3.78,8.43,537835
1284,Übernachtungen,Inland,2011,2011 Jan,426519,340110,-0.28,25.41,498587
1285,Übernachtungen,Inland,2011,2011 Feb,409746,397881,-3.93,2.98,499576
1286,Übernachtungen,Inland,2011,2011 Mär,471993,488154,15.19,-3.31,498229
1287,Übernachtungen,Inland,2011,2011 Apr,504928,474447,6.98,6.42,500769
1288,Übernachtungen,Inland,2011,2011 Mai,561914,558476,11.29,0.62,501056
1289,Übernachtungen,Inland,2011,2011 Jun,550860,491751,-1.97,12.02,505981
1290,Übernachtungen,Inland,2011,2011 Jul,630672,568105,14.49,11.01,511195
1291,Übernachtungen,Inland,2011,2011 Aug,547217,528346,-13.23,3.57,512768
1292,Übernachtungen,Inland,2011,2011 Sep,570937,562235,4.33,1.55,513493
1293,Übernachtungen,Inland,2011,2011 Okt,638966,600884,11.92,6.34,516667
1294,Übernachtungen,Inland,2011,2011 Nov,511310,458534,-19.98,11.51,521065
1295,Übernachtungen,Inland,2011,2011 Dez,468783,427712,-8.32,9.6,524487
1297,Übernachtungen,Inland,2010,2010 Jan,340110,369936,-18.04,-8.06,454322
1298,Übernachtungen,Inland,2010,2010 Feb,397881,356850,16.99,11.5,457742
1299,Übernachtungen,Inland,2010,2010 Mär,488154,428009,22.69,14.05,462754
1300,Übernachtungen,Inland,2010,2010 Apr,474447,426662,-2.81,11.2,466736
1301,Übernachtungen,Inland,2010,2010 Mai,558476,532300,17.71,4.92,468917
1302,Übernachtungen,Inland,2010,2010 Jun,491751,432947,-11.95,13.58,473817
1303,Übernachtungen,Inland,2010,2010 Jul,568105,554583,15.53,2.44,474944
1304,Übernachtungen,Inland,2010,2010 Aug,528346,464256,-7,13.8,480285
1305,Übernachtungen,Inland,2010,2010 Sep,562235,498962,6.41,12.68,485558
1306,Übernachtungen,Inland,2010,2010 Okt,600884,566265,6.87,6.11,488443
1307,Übernachtungen,Inland,2010,2010 Nov,458534,435938,-23.69,5.18,490326
1308,Übernachtungen,Inland,2010,2010 Dez,427712,414986,-6.72,3.07,491386
1310,Übernachtungen,Inland,2009,2009 Jan,369936,325046,-5.62,13.81,443846
1311,Übernachtungen,Inland,2009,2009 Feb,356850,354822,-3.54,0.57,444015
1312,Übernachtungen,Inland,2009,2009 Mär,428009,395195,19.94,8.3,446750
1313,Übernachtungen,Inland,2009,2009 Apr,426662,440261,-0.31,-3.09,445617
1314,Übernachtungen,Inland,2009,2009 Mai,532300,506449,24.76,5.1,447771
1315,Übernachtungen,Inland,2009,2009 Jun,432947,454631,-18.66,-4.77,445964
1316,Übernachtungen,Inland,2009,2009 Jul,554583,499166,28.09,11.1,450582
1317,Übernachtungen,Inland,2009,2009 Aug,464256,436502,-16.29,6.36,452895
1318,Übernachtungen,Inland,2009,2009 Sep,498962,509210,7.48,-2.01,452041
1319,Übernachtungen,Inland,2009,2009 Okt,566265,547100,13.49,3.5,453638
1320,Übernachtungen,Inland,2009,2009 Nov,435938,420910,-23.02,3.57,454890
1321,Übernachtungen,Inland,2009,2009 Dez,414986,391973,-4.81,5.87,456808
1323,Übernachtungen,Inland,2008,2008 Jan,325046,339215,-16.48,-4.18,416164
1324,Übernachtungen,Inland,2008,2008 Feb,354822,323880,9.16,9.55,418742
1325,Übernachtungen,Inland,2008,2008 Mär,395195,416916,11.38,-5.21,416932
1326,Übernachtungen,Inland,2008,2008 Apr,440261,396188,11.4,11.12,420605
1327,Übernachtungen,Inland,2008,2008 Mai,506449,438417,15.03,15.52,426274
1328,Übernachtungen,Inland,2008,2008 Jun,454631,418165,-10.23,8.72,429313
1329,Übernachtungen,Inland,2008,2008 Jul,499166,463787,9.8,7.63,432261
1330,Übernachtungen,Inland,2008,2008 Aug,436502,441470,-12.55,-1.13,431847
1331,Übernachtungen,Inland,2008,2008 Sep,509210,454658,16.66,12,436393
1332,Übernachtungen,Inland,2008,2008 Okt,547100,500480,7.44,9.32,440278
1333,Übernachtungen,Inland,2008,2008 Nov,420910,425761,-23.07,-1.14,439874
1334,Übernachtungen,Inland,2008,2008 Dez,391973,389194,-6.87,0.71,440105
1336,Übernachtungen,Inland,2007,2007 Jan,339215,297512,-9.64,14.02,395249
1337,Übernachtungen,Inland,2007,2007 Feb,323880,305864,-4.52,5.89,396750
1338,Übernachtungen,Inland,2007,2007 Mär,416916,388249,28.73,7.38,399139
1339,Übernachtungen,Inland,2007,2007 Apr,396188,384512,-4.97,3.04,400112
1340,Übernachtungen,Inland,2007,2007 Mai,438417,472172,10.66,-7.15,397299
1341,Übernachtungen,Inland,2007,2007 Jun,418165,310909,-4.62,34.5,406237
1342,Übernachtungen,Inland,2007,2007 Jul,463787,436521,10.91,6.25,408510
1343,Übernachtungen,Inland,2007,2007 Aug,441470,414698,-4.81,6.46,410741
1344,Übernachtungen,Inland,2007,2007 Sep,454658,452646,2.99,0.44,410908
1345,Übernachtungen,Inland,2007,2007 Okt,500480,492981,10.08,1.52,411533
1346,Übernachtungen,Inland,2007,2007 Nov,425761,369828,-14.93,15.12,416194
1347,Übernachtungen,Inland,2007,2007 Dez,389194,375394,-8.59,3.68,417344
1349,Übernachtungen,Inland,2006,2006 Jan,297512,308153,-15.75,-3.45,297512
1350,Übernachtungen,Inland,2006,2006 Feb,305864,289029,2.81,5.82,301688
1351,Übernachtungen,Inland,2006,2006 Mär,388249,337100,26.94,15.17,330542
1352,Übernachtungen,Inland,2006,2006 Apr,384512,380134,-0.96,1.15,344034
1353,Übernachtungen,Inland,2006,2006 Mai,472172,403816,22.8,16.93,369662
1354,Übernachtungen,Inland,2006,2006 Jun,310909,414047,-34.15,-24.91,359870
1355,Übernachtungen,Inland,2006,2006 Jul,436521,454809,40.4,-4.02,370820
1356,Übernachtungen,Inland,2006,2006 Aug,414698,466054,-5,-11.02,376305
1357,Übernachtungen,Inland,2006,2006 Sep,452646,448322,9.15,0.96,384787
1358,Übernachtungen,Inland,2006,2006 Okt,492981,476200,8.91,3.52,395606
1359,Übernachtungen,Inland,2006,2006 Nov,369828,375992,-24.98,-1.64,393263
1360,Übernachtungen,Inland,2006,2006 Dez,375394,353116,1.51,6.31,391774
1374,Übernachtungen,insgesamt,2025,2025 Jan,1223089,1101051,-27.98,11.08,1650938
1375,Übernachtungen,insgesamt,2025,2025 Feb,1179620,1201055,-3.55,-1.78,1649152
1376,Übernachtungen,insgesamt,2025,2025 Mär,1385302,1427337,17.44,-2.94,1645649
1377,Übernachtungen,insgesamt,2025,2025 Apr,1609463,1490860,16.18,7.96,1655532
1378,Übernachtungen,insgesamt,2025,2025 Mai,1733719,1677217,7.72,3.37,1660241
1379,Übernachtungen,insgesamt,2025,2025 Jun,1638898,1778157,-5.47,-7.83,1648636
1380,Übernachtungen,insgesamt,2025,2025 Jul,1982996,1999046,21,-0.8,1647298
1381,Übernachtungen,insgesamt,2025,2025 Aug,1860341,2081672,-6.19,-10.63,1628854
1382,Übernachtungen,insgesamt,2025,2025 Sep,1879872,1814887,1.05,3.58,1634270
1383,Übernachtungen,insgesamt,2025,2025 Okt,1882455,1858542,0.14,1.29,1636262
1384,Übernachtungen,insgesamt,2025,2025 Nov,1493642,1561169,-20.65,-4.33,1630635
1385,Übernachtungen,insgesamt,2025,2025 Dez,1762184,1698224,17.98,3.77,1635965
1387,Übernachtungen,insgesamt,2024,2024 Jan,1101051,1027447,-29.5,7.16,1562007
1388,Übernachtungen,insgesamt,2024,2024 Feb,1201055,1078787,9.08,11.33,1572196
1389,Übernachtungen,insgesamt,2024,2024 Mär,1427337,1317541,18.84,8.33,1581346
1390,Übernachtungen,insgesamt,2024,2024 Apr,1490860,1566786,4.45,-4.85,1575018
1391,Übernachtungen,insgesamt,2024,2024 Mai,1677217,1662551,12.5,0.88,1576241
1392,Übernachtungen,insgesamt,2024,2024 Jun,1778157,1744698,6.02,1.92,1579029
1393,Übernachtungen,insgesamt,2024,2024 Jul,1999046,2032996,12.42,-1.67,1576200
1394,Übernachtungen,insgesamt,2024,2024 Aug,2081672,1755060,4.13,18.61,1603417
1395,Übernachtungen,insgesamt,2024,2024 Sep,1814887,1819981,-12.82,-0.28,1602993
1396,Übernachtungen,insgesamt,2024,2024 Okt,1858542,1728421,2.41,7.53,1613836
1397,Übernachtungen,insgesamt,2024,2024 Nov,1561169,1374368,-16,13.59,1629403
1398,Übernachtungen,insgesamt,2024,2024 Dez,1698224,1561842,8.78,8.73,1640768
1400,Übernachtungen,insgesamt,2023,2023 Jan,1027447,507202,-27.93,102.57,1376957
1401,Übernachtungen,insgesamt,2023,2023 Feb,1078787,599847,5,79.84,1416869
1402,Übernachtungen,insgesamt,2023,2023 Mär,1317541,861961,22.13,52.85,1454834
1403,Übernachtungen,insgesamt,2023,2023 Apr,1566786,1178871,18.92,32.91,1487160
1404,Übernachtungen,insgesamt,2023,2023 Mai,1662551,1445335,6.11,15.03,1505261
1405,Übernachtungen,insgesamt,2023,2023 Jun,1744698,1543833,4.94,13.01,1522000
1406,Übernachtungen,insgesamt,2023,2023 Jul,2032996,1824248,16.52,11.44,1539396
1407,Übernachtungen,insgesamt,2023,2023 Aug,1755060,1810929,-13.67,-3.09,1534740
1408,Übernachtungen,insgesamt,2023,2023 Sep,1819981,1727530,3.7,5.35,1542444
1409,Übernachtungen,insgesamt,2023,2023 Okt,1728421,1671813,-5.03,3.39,1547161
1410,Übernachtungen,insgesamt,2023,2023 Nov,1374368,1405950,-20.48,-2.25,1544530
1411,Übernachtungen,insgesamt,2023,2023 Dez,1561842,1425719,13.64,9.55,1555873
1413,Übernachtungen,insgesamt,2022,2022 Jan,507202,190666,-11.46,166.02,688996
1414,Übernachtungen,insgesamt,2022,2022 Feb,599847,214950,18.27,179.06,721071
1415,Übernachtungen,insgesamt,2022,2022 Mär,861961,274449,43.7,214.07,770030
1416,Übernachtungen,insgesamt,2022,2022 Apr,1178871,251266,36.77,369.17,847331
1417,Übernachtungen,insgesamt,2022,2022 Mai,1445335,337387,22.6,328.39,939660
1418,Übernachtungen,insgesamt,2022,2022 Jun,1543833,580640,6.81,165.88,1019926
1419,Übernachtungen,insgesamt,2022,2022 Jul,1824248,1016948,18.16,79.38,1087201
1420,Übernachtungen,insgesamt,2022,2022 Aug,1810929,1237146,-0.73,46.38,1135016
1421,Übernachtungen,insgesamt,2022,2022 Sep,1727530,1124862,-4.61,53.58,1185238
1422,Übernachtungen,insgesamt,2022,2022 Okt,1671813,1297936,-3.23,28.81,1216395
1423,Übernachtungen,insgesamt,2022,2022 Nov,1405950,852290,-15.9,64.96,1262533
1424,Übernachtungen,insgesamt,2022,2022 Dez,1425719,572877,1.41,148.87,1333603
1426,Übernachtungen,insgesamt,2021,2021 Jan,190666,1217768,-9.76,-84.34,502689
1427,Übernachtungen,insgesamt,2021,2021 Feb,214950,1149523,12.74,-81.3,424808
1428,Übernachtungen,insgesamt,2021,2021 Mär,274449,502859,27.68,-45.42,405774
1429,Übernachtungen,insgesamt,2021,2021 Apr,251266,132525,-8.45,89.6,415669
1430,Übernachtungen,insgesamt,2021,2021 Mai,337387,195738,34.27,72.37,427473
1431,Übernachtungen,insgesamt,2021,2021 Jun,580640,418691,72.1,38.68,440968
1432,Übernachtungen,insgesamt,2021,2021 Jul,1016948,787560,75.14,29.13,460084
1433,Übernachtungen,insgesamt,2021,2021 Aug,1237146,841374,21.65,47.04,493065
1434,Übernachtungen,insgesamt,2021,2021 Sep,1124862,745137,-9.08,50.96,524709
1435,Übernachtungen,insgesamt,2021,2021 Okt,1297936,583966,15.39,122.26,584206
1436,Übernachtungen,insgesamt,2021,2021 Nov,852290,272927,-34.33,212.28,632487
1437,Übernachtungen,insgesamt,2021,2021 Dez,572877,211299,-32.78,171.12,662618
1439,Übernachtungen,insgesamt,2020,2020 Jan,1217768,1165282,-21.55,4.5,1526256
1440,Übernachtungen,insgesamt,2020,2020 Feb,1149523,1129672,-5.6,1.76,1527910
1441,Übernachtungen,insgesamt,2020,2020 Mär,502859,1296107,-56.25,-61.2,1461806
1442,Übernachtungen,insgesamt,2020,2020 Apr,132525,1546622,-73.65,-91.43,1343964
1443,Übernachtungen,insgesamt,2020,2020 Mai,195738,1578891,47.7,-87.6,1228702
1444,Übernachtungen,insgesamt,2020,2020 Jun,418691,1570820,113.9,-73.35,1132691
1445,Übernachtungen,insgesamt,2020,2020 Jul,787560,1897216,88.1,-58.49,1040220
1446,Übernachtungen,insgesamt,2020,2020 Aug,841374,1720968,6.83,-51.11,966920
1447,Übernachtungen,insgesamt,2020,2020 Sep,745137,1682264,-11.44,-55.71,888826
1448,Übernachtungen,insgesamt,2020,2020 Okt,583966,1713603,-21.63,-65.92,794690
1449,Übernachtungen,insgesamt,2020,2020 Nov,272927,1408848,-53.26,-80.63,700030
1450,Übernachtungen,insgesamt,2020,2020 Dez,211299,1552287,-22.58,-86.39,588281
1452,Übernachtungen,insgesamt,2019,2019 Jan,1165282,1070038,-16.87,8.9,1432095
1453,Übernachtungen,insgesamt,2019,2019 Feb,1129672,1025158,-3.06,10.19,1440804
1454,Übernachtungen,insgesamt,2019,2019 Mär,1296107,1286942,14.73,0.71,1441568
1455,Übernachtungen,insgesamt,2019,2019 Apr,1546622,1366589,19.33,13.17,1456571
1456,Übernachtungen,insgesamt,2019,2019 Mai,1578891,1405274,2.09,12.35,1471039
1457,Übernachtungen,insgesamt,2019,2019 Jun,1570820,1506189,-0.51,4.29,1476425
1458,Übernachtungen,insgesamt,2019,2019 Jul,1897216,1820773,20.78,4.2,1482795
1459,Übernachtungen,insgesamt,2019,2019 Aug,1720968,1647543,-9.29,4.46,1488914
1460,Übernachtungen,insgesamt,2019,2019 Sep,1682264,1624236,-2.25,3.57,1493749
1461,Übernachtungen,insgesamt,2019,2019 Okt,1713603,1603808,1.86,6.85,1502899
1462,Übernachtungen,insgesamt,2019,2019 Nov,1408848,1331542,-17.78,5.81,1509341
1463,Übernachtungen,insgesamt,2019,2019 Dez,1552287,1401800,10.18,10.74,1521882
1465,Übernachtungen,insgesamt,2018,2018 Jan,1070038,929058,-20.18,15.17,1284508
1466,Übernachtungen,insgesamt,2018,2018 Feb,1025158,950850,-4.19,7.81,1290700
1467,Übernachtungen,insgesamt,2018,2018 Mär,1286942,1055130,25.54,21.97,1310018
1468,Übernachtungen,insgesamt,2018,2018 Apr,1366589,1164922,6.19,17.31,1326824
1469,Übernachtungen,insgesamt,2018,2018 Mai,1405274,1268809,2.83,10.76,1338196
1470,Übernachtungen,insgesamt,2018,2018 Jun,1506189,1241886,7.18,21.28,1360221
1471,Übernachtungen,insgesamt,2018,2018 Jul,1820773,1575411,20.89,15.57,1380668
1472,Übernachtungen,insgesamt,2018,2018 Aug,1647543,1551706,-9.51,6.18,1388654
1473,Übernachtungen,insgesamt,2018,2018 Sep,1624236,1573123,-1.41,3.25,1392914
1474,Übernachtungen,insgesamt,2018,2018 Okt,1603808,1452296,-1.26,10.43,1405540
1475,Übernachtungen,insgesamt,2018,2018 Nov,1331542,1169279,-16.98,13.88,1419062
1476,Übernachtungen,insgesamt,2018,2018 Dez,1401800,1340647,5.28,4.56,1424158
1478,Übernachtungen,insgesamt,2017,2017 Jan,929058,888551,-17.58,4.56,1172318
1479,Übernachtungen,insgesamt,2017,2017 Feb,950850,889363,2.35,6.91,1177442
1480,Übernachtungen,insgesamt,2017,2017 Mär,1055130,1112528,10.97,-5.16,1172659
1481,Übernachtungen,insgesamt,2017,2017 Apr,1164922,1222930,10.41,-4.74,1167825
1482,Übernachtungen,insgesamt,2017,2017 Mai,1268809,1198157,8.92,5.9,1173712
1483,Übernachtungen,insgesamt,2017,2017 Jun,1241886,1218464,-2.12,1.92,1175664
1484,Übernachtungen,insgesamt,2017,2017 Jul,1575411,1391118,26.86,13.25,1191022
1485,Übernachtungen,insgesamt,2017,2017 Aug,1551706,1279813,-1.5,21.24,1213680
1486,Übernachtungen,insgesamt,2017,2017 Sep,1573123,1341337,1.38,17.28,1232995
1487,Übernachtungen,insgesamt,2017,2017 Okt,1452296,1307204,-7.68,11.1,1245086
1488,Übernachtungen,insgesamt,2017,2017 Nov,1169279,1050653,-19.49,11.29,1254972
1489,Übernachtungen,insgesamt,2017,2017 Dez,1340647,1127188,14.66,18.94,1272760
1491,Übernachtungen,insgesamt,2016,2016 Jan,888551,894229,-19.3,-0.63,1170858
1492,Übernachtungen,insgesamt,2016,2016 Feb,889363,894082,0.09,-0.53,1170464
1493,Übernachtungen,insgesamt,2016,2016 Mär,1112528,1028857,25.09,8.13,1177437
1494,Übernachtungen,insgesamt,2016,2016 Apr,1222930,1066590,9.92,14.66,1190465
1495,Übernachtungen,insgesamt,2016,2016 Mai,1198157,1221023,-2.03,-1.87,1188560
1496,Übernachtungen,insgesamt,2016,2016 Jun,1218464,1216888,1.69,0.13,1188691
1497,Übernachtungen,insgesamt,2016,2016 Jul,1391118,1432845,14.17,-2.91,1185214
1498,Übernachtungen,insgesamt,2016,2016 Aug,1279813,1480624,-8,-13.56,1168480
1499,Übernachtungen,insgesamt,2016,2016 Sep,1341337,1350978,4.81,-0.71,1167676
1500,Übernachtungen,insgesamt,2016,2016 Okt,1307204,1327186,-2.54,-1.51,1166011
1501,Übernachtungen,insgesamt,2016,2016 Nov,1050653,1041678,-19.63,0.86,1166759
1502,Übernachtungen,insgesamt,2016,2016 Dez,1127188,1100988,7.28,2.38,1168942
1504,Übernachtungen,insgesamt,2015,2015 Jan,894229,859529,-19.37,4.04,1122089
1505,Übernachtungen,insgesamt,2015,2015 Feb,894082,804339,-0.02,11.16,1129568
1506,Übernachtungen,insgesamt,2015,2015 Mär,1028857,972536,15.07,5.79,1134261
1507,Übernachtungen,insgesamt,2015,2015 Apr,1066590,1072731,3.67,-0.57,1133750
1508,Übernachtungen,insgesamt,2015,2015 Mai,1221023,1199518,14.48,1.79,1135542
1509,Übernachtungen,insgesamt,2015,2015 Jun,1216888,1139118,-0.34,6.83,1142023
1510,Übernachtungen,insgesamt,2015,2015 Jul,1432845,1297672,17.75,10.42,1153287
1511,Übernachtungen,insgesamt,2015,2015 Aug,1480624,1411681,3.33,4.88,1159032
1512,Übernachtungen,insgesamt,2015,2015 Sep,1350978,1268747,-8.76,6.48,1165885
1513,Übernachtungen,insgesamt,2015,2015 Okt,1327186,1276978,-1.76,3.93,1170069
1514,Übernachtungen,insgesamt,2015,2015 Nov,1041678,1018540,-21.51,2.27,1171997
1515,Übernachtungen,insgesamt,2015,2015 Dez,1100988,1108984,5.69,-0.72,1171331
1517,Übernachtungen,insgesamt,2014,2014 Jan,859529,824297,-14.07,4.27,1078462
1518,Übernachtungen,insgesamt,2014,2014 Feb,804339,821844,-6.42,-2.13,1077004
1519,Übernachtungen,insgesamt,2014,2014 Mär,972536,968450,20.91,0.42,1077344
1520,Übernachtungen,insgesamt,2014,2014 Apr,1072731,1060153,10.3,1.19,1078392
1521,Übernachtungen,insgesamt,2014,2014 Mai,1199518,1116021,11.82,7.48,1085350
1522,Übernachtungen,insgesamt,2014,2014 Jun,1139118,1130945,-5.04,0.72,1086032
1523,Übernachtungen,insgesamt,2014,2014 Jul,1297672,1251382,13.92,3.7,1089889
1524,Übernachtungen,insgesamt,2014,2014 Aug,1411681,1288313,8.79,9.58,1100170
1525,Übernachtungen,insgesamt,2014,2014 Sep,1268747,1239876,-10.13,2.33,1102576
1526,Übernachtungen,insgesamt,2014,2014 Okt,1276978,1243281,0.65,2.71,1105384
1527,Übernachtungen,insgesamt,2014,2014 Nov,1018540,961516,-20.24,5.93,1110136
1528,Übernachtungen,insgesamt,2014,2014 Dez,1108984,1000239,8.88,10.87,1119198
1530,Übernachtungen,insgesamt,2013,2013 Jan,824297,758415,-17.64,8.69,1036521
1531,Übernachtungen,insgesamt,2013,2013 Feb,821844,730316,-0.3,12.53,1044149
1532,Übernachtungen,insgesamt,2013,2013 Mär,968450,903927,17.84,7.14,1049525
1533,Übernachtungen,insgesamt,2013,2013 Apr,1060153,967026,9.47,9.63,1057286
1534,Übernachtungen,insgesamt,2013,2013 Mai,1116021,1070620,5.27,4.24,1061069
1535,Übernachtungen,insgesamt,2013,2013 Jun,1130945,1083184,1.34,4.41,1065050
1536,Übernachtungen,insgesamt,2013,2013 Jul,1251382,1281071,10.65,-2.32,1062575
1537,Übernachtungen,insgesamt,2013,2013 Aug,1288313,1161236,2.95,10.94,1073165
1538,Übernachtungen,insgesamt,2013,2013 Sep,1239876,1249108,-3.76,-0.74,1072396
1539,Übernachtungen,insgesamt,2013,2013 Okt,1243281,1210957,0.27,2.67,1075090
1540,Übernachtungen,insgesamt,2013,2013 Nov,961516,955625,-22.66,0.62,1075580
1541,Übernachtungen,insgesamt,2013,2013 Dez,1000239,1000887,4.03,-0.06,1075526
1543,Übernachtungen,insgesamt,2012,2012 Jan,758415,737915,-18.55,2.78,980378
1544,Übernachtungen,insgesamt,2012,2012 Feb,730316,744488,-3.7,-1.9,979197
1545,Übernachtungen,insgesamt,2012,2012 Mär,903927,813385,23.77,11.13,986742
1546,Übernachtungen,insgesamt,2012,2012 Apr,967026,903980,6.98,6.97,991996
1547,Übernachtungen,insgesamt,2012,2012 Mai,1070620,995343,10.71,7.56,998269
1548,Übernachtungen,insgesamt,2012,2012 Jun,1083184,1025704,1.17,5.6,1003059
1549,Übernachtungen,insgesamt,2012,2012 Jul,1281071,1277859,18.27,0.25,1003327
1550,Übernachtungen,insgesamt,2012,2012 Aug,1161236,1069126,-9.35,8.62,1011003
